StreetName,buldingNr,apartmentNr,postalCode,city,district
Siewna,28,,31-231,Kraków, 
Zakliki z Mydlnik,16,,30-198,Kraków, 
Leonida Teligi,24,,30-870,Kraków, 
Józefa Sarego,10,,31-047,Kraków, 
Krakowska,1,,31-062,Kraków, 
Stradomska,15,,31-058,Kraków, 
Świętej Gertrudy,24,,31-048,Kraków, 
Estery,3,,31-056,Kraków, 
Świętego Wawrzyńca,18,,31-060,, 
Plac Nowy,4b,,31-056,Kraków, 
Starowiślna,56,,31-037,Kraków, 
Karmelicka,23,,31-131,Kraków, 
Świętego Sebastiana,9,,31-049,Kraków, 
Aleksandra Lubomirskiego,5a,,31-501,Kraków, 
Szeroka,16,,31-053,Kraków, 
Powstańców Wielkopolskich,17,,30-553,Kraków, 
Dobrego Pasterza,100,,31-416,Kraków, 
Szpitalna,15,,31-024,Kraków, 
Mały Rynek,7,,31-041,Kraków, 
Mikołajska,5,,31-027,Kraków, 
Plac Świętego Ducha,3,,31-023,Kraków, 
Jagiellońska,8,,31-010,Kraków, 
Świętej Anny,7,,31-008,Kraków, 
Plac Szczepański,8,,31-011,Kraków, 
Plac Szczepański,7,,31-011,Kraków, 
Plac Szczepański,3a,,31-011,Kraków, 
Szczepańska,1,,31-011,Kraków, 
Rynek Główny,34,,31-010,Kraków, 
Rynek Główny,29,,33-332,, 
Rynek Główny,5,,31-042,Kraków, 
Sienna,4,,31-021,Kraków, 
Plac Juliusza Kossaka,1,,31-106,Kraków, 
Szewska,5,,31-009,Kraków, 
Szewska,5,,31-009,Kraków, 
Szewska,13,,31-009,Kraków, 
Świętej Anny,5,,31-008,, 
Świętej Anny,5,,31-008,Kraków, 
Obozowa,64,,30-383,Kraków, 
Skotnicka,86,,30-394,Kraków, 
Sławkowska,3,,31-014,Kraków, 
Świętego Tomasza,10,,31-014,Kraków, 
Świętego Tomasza,12,,31-014,Kraków, 
Świętego Tomasza,16,,31-014,Kraków, 
Sławkowska,11,,31-014,Kraków, 
Sławkowska,13-15,,31-016,Kraków, 
Floriańska,43,,31-019,Kraków, 
Floriańska,53,,31-019,Kraków, 
Floriańska,44,,31-021,Kraków, 
Floriańska,42,,31-021,Kraków, 
Floriańska,42,,31-021,Kraków, 
Floriańska,42,,31-021,Kraków, 
Floriańska,40,,31-021,Kraków, 
Floriańska,30,,31-021,Kraków, 
Floriańska,30,,31-021,Kraków, 
Floriańska,28,,31-021,Kraków, 
Floriańska,29,,31-019,Kraków, 
Floriańska,21,,31-019,Kraków, 
Floriańska,14,,31-021,Kraków, 
Floriańska,3,,31-019,Kraków, 
Tadeusza Kościuszki,18,,30-105,Kraków, 
Aleja Jana Pawła II,200,,31-982,Kraków, 
Piastowska,25a,,30-065,Kraków, 
,4,,31-945,Kraków, 
,38,,31-636,Kraków, 
Szpitalna,28,,31-024,Kraków, 
,3,,31-929,Kraków, 
Józefa Mackiewicza,17,,31-210,Kraków, 
Na Kozłówce,10,,30-664,Kraków, 
Okólna,4,,30-681,Kraków, 
Bulwar Czerwieński,81,,30-069,Kraków, 
Ciemna,3,,31-053,Kraków, 
Profesora Michała Bobrzyńskiego,37,,30-348,Kraków, 
Józefa Dietla,90,,31-073,Kraków, 
Józefa Dietla,86,,31-073,Kraków, 
Józefa Dietla,87,,31-050,Kraków, 
Józefa Dietla,77,,31-050,Kraków, 
Woźniców,17A,,31-982,Kraków, 
Śliwkowa,12,,31-982,Kraków, 
Woźniców,22A,,31-982,Kraków, 
Śliwkowa,20,,31-982,Kraków, 
Woźniców,17,,31-982,Kraków, 
Śliwkowa,18,,31-982,Kraków, 
Woźniców,22,,31-982,Kraków, 
Śliwkowa,16,,31-982,Kraków, 
Śliwkowa,14,,31-982,Kraków, 
Bratysławska,2,,31-201,Kraków, 
Aleja Kijowska,12,,30-079,Kraków, 
Norymberska,1,,30-376,Kraków, 
Kuźnicy Kołłątajowskiej,25I,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23M,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23S,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23I,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23Z,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25F,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23N,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23T,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25J,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23L,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25G,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23R,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23W,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25C,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23K,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25H,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23P,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23U,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,25D,,31-234,Kraków, 
Kuźnicy Kołłątajowskiej,23J,,31-234,Kraków, 
Ignacego Grabczaka,18,,31-236,Kraków, 
Ignacego Grabczaka,20,,31-236,Kraków, 
Ignacego Grabczaka,14,,31-236,Kraków, 
Księdza Józefa Meiera,18D,,31-236,Kraków, 
Ignacego Grabczaka,10,,31-236,Kraków, 
Ignacego Grabczaka,16,,31-236,Kraków, 
Księdza Józefa Meiera,18F,,31-236,Kraków, 
Ignacego Grabczaka,12,,31-236,Kraków, 
Księdza Józefa Meiera,18,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,55,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,67,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,95,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,91,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,75,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,81,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,43,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,59,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,93,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,71,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,69,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,87,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,77,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,63,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,101,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,85,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,73,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,99,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,83,,31-236,Kraków, 
Arcybiskupa Zygmunta Szczęsnego Felińskiego,45,,31-236,Kraków, 
,10A,,31-940,Kraków, 
Nowohucka,33a,,30-728,Kraków, 
Księdza Wincentego Turka,17,,30-717,Kraków, 
Myśliwska,78,,30-730,Kraków, 
Sołtysowska,43a,,31-589,Kraków, 
Sołtysowska,43,,31-589,Kraków, 
Plac Nowy,4B,,31-056,, 
Józefa,21,,31-056,Kraków, 
,19,,31-862,Kraków, 
,29B,,31-941,Kraków, 
,29,,31-941,Kraków, 
,29A,,31-941,Kraków, 
,29B,,31-941,Kraków, 
,5,,31-959,Kraków, 
,2,,31-871,Kraków, 
Aleja Kijowska,10,,30-079,Kraków, 
Masarska,3/8,,31-534,Kraków, 
,9,,31-001,, 
Józefa,30,,31-056,Kraków, 
Józefa,34,,31-056,Kraków, 
Warszawska,16/5,,31-155,Kraków, 
Pawia,12/7,,31-154,Kraków, 
Armii Krajowej,10,,30-150,Kraków, 
Wadowicka,6,,30-415,, 
Starowiślna,28,,31-032,Kraków, 
Kuźnicy Kołłątajowskiej,13,,31-220,Kraków, 
Kobierzyńska,93,,30-309,Kraków, 
Zakładowa,3A,,31-752,Kraków, 
Józefa Dietla,55,,31-358,Kraków, 
Bosaków,11,,31-476,Kraków, 
Kobierzyńska,23a,,30-363,Kraków, 
Chmieleniec,39,,30-309,Kraków, 
Profesora Michała Bobrzyńskiego,37,,30-348,Kraków, 
Skośna,2,,30-383,Kraków, 
Profesora Michała Bobrzyńskiego,37,,30-392,, 
Rusznikarska,14A,,31-261,, 
Ruczaj,62a,,30-409,Kraków, 
Rzeźnicza,4,,31-540,Kraków, 
Rzeźnicza,4,,31-540,Kraków, 
Rzeźnicza,4,,31-540,Kraków, 
Centralna,39,,31-586,Kraków, 
Niepokalanej Marii Panny,111b,,31-589,Kraków, 
Centralna,53,,31-586,Kraków, 
Generała Henryka Kamieńskiego,11,,30-644,Kraków, 
Generała Tadeusza Bora-Komorowskiego,37,,31-876,Kraków, 
Królewska,59,,30-831,Kraków, 
Śliczna,3,,31-444,Kraków, 
Prądnicka,40,,31-202,Kraków, 
Mogilska,81,,31-545,Kraków, 
Zakopiańska,33B,,30-418,Kraków, 
Zakopiańska,33A,,30-418,Kraków, 
,9A,,31-946,Kraków, 
,8,,31-946,Kraków, 
Śliczna,1,,31-444,Kraków, 
Litewska,13,,30-014,Kraków, 
Wrocławska,28,,30-011,Kraków, 
Szpitalna,38,,31-024,Kraków, 
Rynek Główny,1,,31-042,Kraków, 
Ludwika Solskiego,1,,31-200,Kraków, 
Starowiślna,1,,31-038,Kraków, 
Józefa Dietla,80/82,,31-073,Kraków, 
Golikówka,6b,,30-723,Kraków, 
Świętej Gertrudy,26,,31-048,, 
,16A,,31-940,Kraków, 
Generała Henryka Kamieńskiego,47,,30-644,Kraków, 
,5,,31-955,Kraków, 
,28,,31-966,Kraków, 
,28,,31-966,Kraków, 
,28,,31-966,Kraków, 
,28,,31-966,Kraków, 
Aleja Juliusza Słowackiego,45,,31-159,Kraków, 
Henryka Siemiradzkiego,18a,,31-137,Kraków, 
Aleja Juliusza Słowackiego,39,,31-159,Kraków, 
Długa,88,,31-146,Kraków, 
Aleja Juliusza Słowackiego,37,,31-159,Kraków, 
Długa,80,,31-146,Kraków, 
Długa,82,,31-146,Kraków, 
Łobzowska,40,,31-140,Kraków, 
Krowoderska,46,,31-158,Kraków, 
Krowoderska,61,,31-158,Kraków, 
Łobzowska,47,,31-139,Kraków, 
Krowoderska,59,,31-142,Kraków, 
Krowoderska,44,,31-142,Kraków, 
Łobzowska,45,,31-139,Kraków, 
Szlak,15,,31-161,Kraków, 
Długa,72,,31-146,Kraków, 
Szlak,27,,31-153,Kraków, 
Długa,31,,31-147,Kraków, 
Długa,64,,31-146,Kraków, 
Szlak,40,,31-153,Kraków, 
Długa,29,,31-147,Kraków, 
Szlak,20,,31-153,Kraków, 
Długa,65,,31-147,Kraków, 
Szlak,47,,31-153,Kraków, 
Długa,57,,31-147,Kraków, 
Szlak,24,,31-153,Kraków, 
Szlak,45,,31-153,Kraków, 
Szlak,2,,31-161,Kraków, 
Czarnowiejska,3,,31-126,Kraków, 
Czysta,5,,31-121,Kraków, 
Czarnowiejska,8,,31-126,Kraków, 
,12,,31-934,Kraków, 
,1,,31-934,Kraków, 
,9A,,31-944,, 
,9B,,31-944,, 
Szklarska,7,,30-713,Kraków, 
Jagodowa,12,,30-427,Kraków, 
Kępna,3,,30-427,Kraków, 
Jagodowa,4,,30-427,Kraków, 
Żywiecka,46,,30-427,Kraków, 
Żywiecka,48,,30-427,Kraków, 
Kępna,9,,30-427,Kraków, 
Mydlnicka,73,,30-143,Kraków, 
Kobierzyńska,47,,30-363,Kraków, 
Koszalińska,12,,30-349,Kraków, 
Borsucza,16A,,30-408,Kraków, 
Nowotarska,8,,30-404,Kraków, 
Kazimierza Herwina-Piątka,20,,31-234,Kraków, 
Kazimierza Herwina-Piątka,26,,31-234,Kraków, 
Narciarska,2E,,31-579,Kraków, 
Konstantego Ildefonsa Gałczyńskiego,5,,31-581,Kraków, 
Konstantego Ildefonsa Gałczyńskiego,5A,,31-581,Kraków, 
Franciszka Wężyka,8A,,31-580,Kraków, 
Karola Bogdanowicza,7,,30-405,Kraków, 
Plac Łagiewnicki,3,,30-407,Kraków, 
Śliczna,30,2,31-444,, 
Olimpijska,2,,30-065,Kraków, 
Daniela Chodowieckiego,24,,30-065,Kraków, 
Hieronima Wietora,2,,31-067,Kraków, 
,1,,31-826,Kraków, 
Gromadzka,46,,30-719,Kraków, 
Aleja Jana Pawła II,70,,31-571,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Feliksa Konecznego,8,,31-216,Kraków, 
Stefana Jaracza,1,,31-216,Kraków, 
Ludwika Solskiego,11,,31-216,Kraków, 
Mikołaja Reja,11,,31-216,Kraków, 
Ludwika Solskiego,13,,31-216,Kraków, 
Mikołaja Reja,13,,31-216,Kraków, 
Mikołaja Reja,15,,31-216,Kraków, 
Mikołaja Reja,17,,31-216,Kraków, 
Mikołaja Reja,19,,31-216,Kraków, 
Feliksa Konecznego,2,,31-216,Kraków, 
Stefana Jaracza,26,,31-216,Kraków, 
Stefana Jaracza,34,,31-216,Kraków, 
Feliksa Konecznego,4,,31-216,Kraków, 
Ludwika Solskiego,5,,31-216,Kraków, 
Feliksa Konecznego,6,,31-216,Kraków, 
Ludwika Solskiego,7,,31-216,Kraków, 
Ludwika Solskiego,8,,31-216,Kraków, 
Ludwika Solskiego,9,,31-216,Kraków, 
Stefana Jaracza,9,,31-216,Kraków, 
Żabiniec,5,,31-215,Kraków, 
Żabiniec,41,,31-215,Kraków, 
Ludwika Solskiego,7A,,31-216,Kraków, 
Ludwika Solskiego,7B,,31-216,Kraków, 
Ludwika Solskiego,7C,,31-216,Kraków, 
Żabiniec,15,,31-215,Kraków, 
Księdza Kazimierza Siemaszki,31,,31-207,Kraków, 
Prądnicka,41,,31-202,Kraków, 
Prądnicka,61,,31-202,Kraków, 
Jana Brożka,24b,,30-405,Kraków, 
Jana Brożka,24a,,30-404,Kraków, 
Torfowa,5,,30-384,Kraków, 
Bolesława Limanowskiego,4,,30-500,Kraków, 
Rynek Podgórski,14,,30-851,Kraków, 
Kalwaryjska,14,,30-504,Kraków, 
Aleja Jana Pawła II,150,,31-982,Kraków, 
Zwycięstwa,18,,31-563,Kraków, 
Zwycięstwa,21,,31-563,Kraków, 
Zwycięstwa,3,,31-563,Kraków, 
Aleja Pokoju,33,,31-557,Kraków, 
,4,,31-812,Kraków, 
,1,,31-871,Kraków, 
,5,,31-858,Kraków, 
,7,,31-949,Kraków, 
,4,,31-812,Kraków, 
,26,,31-621,Kraków, 
,42,,31-610,Kraków, 
Filarecka,26,,30-110,Kraków, 
Opolska,37,,31-276,Kraków, 
Księdza Kazimierza Siemaszki,40,,31-207,Kraków, 
Wrocławska,50,,30-011,Kraków, 
Księdza Kazimierza Siemaszki,52,,31-207,Kraków, 
Ojcowska,27,,31-344,Kraków, 
Królowej Jadwigi,37b,,30-209,Kraków, 
Bolesława Komorowskiego,11,,30-106,Kraków, 
Henryka Sienkiewicza,2,,30-033,Kraków, 
Balicka,297,,30-198,Kraków, 
Na Błonie,13D,,30-147,Kraków, 
Leonida Teligi,24,,30-835,Kraków, 
Żywiecka,32,,30-427,Kraków, 
Powroźnicza,2,,30-307,Kraków, 
Spółdzielców,3,,30-682,Kraków, 
Leonida Teligi,24,,30-835,Kraków, 
Generała Jakuba Jasińskiego,32,,30-815,Kraków, 
Borsucza,12,,30-408,Kraków, 
Zachodnia,7/3a,,30-350,Kraków, 
Gołaśka,13/1,,30-619,Kraków, 
Komandosów,1,,30-334,Kraków, 
Walerego Sławka,10,,30-633,Kraków, 
Praska,52,,30-322,Kraków, 
Grodzka,50,,30-001,Kraków, 
Aleja Jana Pawła II,180,,31-982,Kraków, 
Aleja Jana Pawła II,178,,31-982,Kraków, 
Mały Rynek,1,,31-041,Kraków, 
Mikołajska,1,,31-027,Kraków, 
Mały Rynek,2,,31-041,Kraków, 
Mały Rynek,3,,31-041,Kraków, 
Mały Rynek,4,,31-041,Kraków, 
Mały Rynek,6,,31-041,Kraków, 
Mały Rynek,4,,31-041,Kraków, 
Świętego Krzyża,7,,31-028,Kraków, 
Szpitalna,1,,31-024,Kraków, 
Mikołajska,10,,31-027,Kraków, 
Świętego Krzyża,10,,31-028,Kraków, 
Mikołajska,12,,31-027,Kraków, 
Świętego Krzyża,12,,31-028,Kraków, 
Mikołajska,14,,31-027,Kraków, 
Mikołajska,16,,31-027,Kraków, 
Mikołajska,18,,31-027,Kraków, 
Mikołajska,2,,31-027,Kraków, 
Świętego Tomasza,25,,31-027,Kraków, 
Świętego Tomasza,27,,31-027,Kraków, 
Szpitalna,3,,31-024,Kraków, 
Świętego Tomasza,31,,31-027,Kraków, 
Świętego Tomasza,33,,31-027,Kraków, 
Mikołajska,4,,31-027,Kraków, 
Szpitalna,5,,31-024,Kraków, 
Mikołajska,6,,31-027,Kraków, 
Świętego Krzyża,6,,31-028,Kraków, 
Szpitalna,7,,31-024,Kraków, 
Mikołajska,8,,31-027,Kraków, 
Świętego Krzyża,8,,31-028,Kraków, 
Szpitalna,9,,31-024,Kraków, 
Mikołajska,2,,31-027,Kraków, 
Chmieleniec,16/6,,30-348,Kraków, 
Szpitalna,11,,31-024,Kraków, 
Świętego Krzyża,14,,31-028,Kraków, 
Świętego Krzyża,16,,31-023,Kraków, 
Szpitalna,17,,31-024,Kraków, 
Szpitalna,19,,31-024,Kraków, 
Świętego Krzyża,21,,31-023,Kraków, 
Świętego Tomasza,22,,31-027,Kraków, 
Świętego Marka,24,,31-024,Kraków, 
Świętego Marka,25,,31-024,Kraków, 
Świętego Tomasza,26,,31-027,Kraków, 
Świętego Marka,27,,31-024,Kraków, 
Świętego Tomasza,28,,31-027,Kraków, 
Świętego Marka,29,,31-024,Kraków, 
Świętego Marka,31,,31-024,Kraków, 
Świętego Marka,33,,31-024,Kraków, 
Plac Świętego Ducha,4,,31-023,Kraków, 
Świętego Tomasza,34,,31-027,Kraków, 
Świętego Tomasza,32,,31-027,Kraków, 
Świętego Krzyża,15,,31-028,Kraków, 
Świętego Krzyża,17,,31-023,Kraków, 
Świętego Krzyża,19,,31-023,Kraków, 
Świętego Tomasza,30,,30-001,Kraków, 
Świętego Tomasza,32,,31-027,Kraków, 
Świętego Tomasza,34,,31-027,Kraków, 
Świętego Marka,35,,31-024,Kraków, 
Świętego Marka,37,,31-024,Kraków, 
Mikołajska,20,,31-027,Kraków, 
Mikołajska,30,,31-027,Kraków, 
Świętego Krzyża,11,,31-028,Kraków, 
Świętego Krzyża,13,,31-028,Kraków, 
Mikołajska,20,,31-027,Kraków, 
Mikołajska,22,,31-027,Kraków, 
Mikołajska,24,,31-027,Kraków, 
Mikołajska,26,,31-027,Kraków, 
Mikołajska,28,,31-027,Kraków, 
Mikołajska,30,,31-027,Kraków, 
Świętego Tomasza,35,,31-027,Kraków, 
Świętego Tomasza,37,,31-027,Kraków, 
Świętego Tomasza,39,,31-027,Kraków, 
Świętego Tomasza,41,,31-027,Kraków, 
Świętego Tomasza,43,,31-027,Kraków, 
Na Gródku,1,,31-028,Kraków, 
Świętego Krzyża,1,,31-028,Kraków, 
Mikołajska,15,,31-027,Kraków, 
Mikołajska,17,,31-027,Kraków, 
Mikołajska,19,,31-027,Kraków, 
Na Gródku,2,,31-028,Kraków, 
Mikołajska,21,,31-027,Kraków, 
Na Gródku,3,,31-028,Kraków, 
Świętego Krzyża,3,,31-028,Kraków, 
Świętego Krzyża,5,,31-028,Kraków, 
Świętego Krzyża,7,,31-028,Kraków, 
Mikołajska,9,,31-027,Kraków, 
Sienna,2,,31-041,Kraków, 
Sienna,4,,31-041,Kraków, 
Mały Rynek,5,,31-042,Kraków, 
Mały Rynek,11,,31-041,Kraków, 
Sienna,6,,31-041,Kraków, 
Plac Mariacki,6,,31-042,Kraków, 
Plac Mariacki,7,,31-042,Kraków, 
Mały Rynek,8a,,31-041,Kraków, 
Plac Mariacki,8,,31-042,Kraków, 
Plac Mariacki,9,,31-042,Kraków, 
Floriańska,1,,31-019,Kraków, 
Plac Mariacki,1,,31-042,Kraków, 
Szpitalna,10,,31-024,Kraków, 
Floriańska,11,,31-019,Kraków, 
Szpitalna,12,,31-024,Kraków, 
Szpitalna,14,,31-024,Kraków, 
Floriańska,15,,31-019,Kraków, 
Szpitalna,2,,31-024,Kraków, 
Plac Mariacki,2,,31-042,Kraków, 
Świętego Tomasza,21,,31-027,Kraków, 
Świętego Tomasza,23,,31-027,Kraków, 
Floriańska,3,,31-019,Kraków, 
Plac Mariacki,3,,31-042,Kraków, 
Szpitalna,4,,31-024,Kraków, 
Plac Mariacki,4,,31-042,Kraków, 
Floriańska,5,,31-019,Kraków, 
Szpitalna,6,,31-024,Kraków, 
Floriańska,7,,31-019,Kraków, 
Szpitalna,8,,31-024,Kraków, 
Floriańska,9,,31-019,Kraków, 
Łobzowska,43,,31-139,Kraków, 
Łobzowska,11,,31-139,Kraków, 
Aleja Juliusza Słowackiego,18a,,30-037,Kraków, 
Łobzowska,44,,31-140,Kraków, 
Aleja Zygmunta Krasińskiego,5,,31-111,Kraków, 
Kazimierza Wyki,10A,,31-223,Kraków, 
Józefa Brodowicza,6,,31-518,Kraków, 
Wielicka,72,,30-902,Kraków, 
Wielicka,76,,30-552,Kraków, 
Wielicka,76B,,30-561,Kraków, 
Malborska,10,,30-625,Kraków, 
Malborska,12,,30-625,Kraków, 
Krowoderska,75,,31-158,Kraków, 
Bożego Ciała,17,,31-059,Kraków, 
Hugona Kołłątaja,2,,31-502,Kraków, 
Jana Dekerta,17,,30-703,Kraków, 
Marii Jaremy,1,,31-318,Kraków, 
Marii Jaremy,15,,31-318,Kraków, 
Józefa Mehoffera,6,,31-322,Kraków, 
Józefa Mehoffera,6,,31-322,Kraków, 
Bolesława Czerwieńskiego,16,,31-319,Kraków, 
Piotra Stachiewicza,2,,31-303,Kraków, 
Piotra Stachiewicza,37,,31-328,Kraków, 
Piotra Stachiewicza,52,,31-328,Kraków, 
Zygmuntowska,22,,31-314,Kraków, 
Marii Jaremy,8,,31-318,Kraków, 
Przewóz,40a,,30-716,Kraków, 
Przewóz,36/1,,30-716,Kraków, 
Przewóz,36,,30-716,Kraków, 
Jerzego Bajana,4,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Jerzego Bajana,8,,31-465,Kraków, 
Księdza Wincentego Turka,15,,30-717,Kraków, 
Księdza Wincentego Turka,21,,30-717,Kraków, 
Księdza Wincentego Turka,24,,30-717,Kraków, 
Księdza Wincentego Turka,26,,30-717,Kraków, 
Księdza Wincentego Turka,28,,30-717,Kraków, 
Księdza Wincentego Turka,30,,30-717,Kraków, 
Księdza Wincentego Turka,32,,30-717,Kraków, 
Księdza Wincentego Turka,34,,30-717,Kraków, 
Księdza Wincentego Turka,36,,30-717,Kraków, 
Lipska,63,,30-721,Kraków, 
Myśliwska,70,,30-718,Kraków, 
Myśliwska,72,,30-718,Kraków, 
Myśliwska,74,,30-718,Kraków, 
Myśliwska,76,,30-718,Kraków, 
Stańczyka,14,,30-126,Kraków, 
Gołębia,12,,31-007,Kraków, 
Gołębia,14,,31-007,Kraków, 
Gołębia,16,,31-007,Kraków, 
Gołębia,18,,31-007,Kraków, 
Gołębia,20,,31-007,Kraków, 
Aleja Jana Pawła II,137,,31-864,Kraków, 
Aleja Jana Pawła II,137,,31-864,Kraków, 
Aleja Jana Pawła II,37,,31-864,Kraków, 
,47B,,31-870,Kraków, 
,47D,,31-870,Kraków, 
Sołtysowska,12A,,31-589,Kraków, 
Sołtysowska,12E,,31-589,Kraków, 
Sołtysowska,12E,,31-589,Kraków, 
Sołtysowska,12F,,31-589,Kraków, 
Sołtysowska,12F,,31-589,Kraków, 
Sołtysowska,12G,,31-589,Kraków, 
Sołtysowska,12G,,31-589,Kraków, 
Sołtysowska,12H,,31-589,Kraków, 
Sołtysowska,12H,,31-589,Kraków, 
Romualda Traugutta,26,,30-549,Kraków, 
Opolska,12A,,31-323,Kraków, 
Opolska,12,,31-323,Kraków, 
,15,,31-828,Kraków, 
,12,,31-827,Kraków, 
Kapelanka,15,,30-347,Kraków, 
Twardowskiego,77,,30-346,Kraków, 
Kapelanka,15D,,30-347,Kraków, 
Powstańców,34B,,31-422,Kraków, 
,1,,31-866,Kraków, 
,2,,31-866,Kraków, 
,3,,31-866,Kraków, 
,4,,31-866,Kraków, 
,5,,31-866,Kraków, 
Dobrego Pasterza,100,,31-416,Kraków, 
,18,,31-810,Kraków, 
,12,,31-808,Kraków, 
,13,,31-808,Kraków, 
,13A,,31-950,Kraków, 
,11A,,31-967,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Aleja Pokoju,67,,31-580,Kraków, 
Mieszczańska,9A,,30-313,Kraków, 
Mieszczańska,9B,,30-313,Kraków, 
Profesora Michała Życzkowskiego,23,,31-864,, 
Studencka,15,,31-116,Kraków, 
Wacława Lipińskiego,3,,30-349,Kraków, 
Norymberska,1,,30-376,Kraków, 
Czarnowiejska,38,,31-126,Kraków, 
Batalionów Chłopskich,2a,,30-394,Kraków, 
Generała Stefana Grota-Roweckiego,6,,30-348,Kraków, 
Generała Stefana Grota-Roweckiego,6,,30-348,Kraków, 
,2,,31-934,Kraków, 
,2,,31-934,Kraków, 
,2,,31-934,Kraków, 
,2,,31-934,Kraków, 
,3,,31-956,Kraków, 
,1,,31-976,Kraków, 
Budziszyńska,51,,31-619,Kraków, 
Budziszyńska,53,,31-619,Kraków, 
Budziszyńska,55,,31-619,Kraków, 
Budziszyńska,57,,31-619,Kraków, 
Budziszyńska,59,,31-619,Kraków, 
Budziszyńska,61,,31-619,Kraków, 
Budziszyńska,63,,31-619,Kraków, 
Budziszyńska,65,,31-619,Kraków, 
Budziszyńska,69,,31-619,Kraków, 
Budziszyńska,71,,31-619,Kraków, 
Sienna,1,,31-041,Kraków, 
Stolarska,1,,31-043,Kraków, 
Grodzka,10,,31-006,Kraków, 
Stolarska,10,,31-043,Kraków, 
Sienna,11,,31-041,Kraków, 
Stolarska,11,,31-043,Kraków, 
Grodzka,12,,31-006,Kraków, 
Sienna,13,,31-041,Kraków, 
Stolarska,13,,31-043,Kraków, 
Grodzka,14,,31-006,Kraków, 
Sienna,15,,31-041,Kraków, 
Grodzka,16,,31-006,Kraków, 
Grodzka,18,,31-006,Kraków, 
Grodzka,2,,31-006,Kraków, 
Grodzka,20,,31-006,Kraków, 
Grodzka,22,,31-044,Kraków, 
Sienna,3,,31-041,Kraków, 
Stolarska,3,,31-043,Kraków, 
Grodzka,4,,31-006,Kraków, 
Sienna,5,,31-041,Kraków, 
Stolarska,5,,31-043,Kraków, 
Grodzka,6,,31-006,Kraków, 
Stolarska,6,,31-043,Kraków, 
Sienna,7,,31-041,Kraków, 
Stolarska,7,,31-043,Kraków, 
Grodzka,8,,31-006,Kraków, 
Stolarska,8,,31-043,Kraków, 
Sienna,9,,31-041,Kraków, 
Grodzka,1,,31-006,Kraków, 
Plac Dominikański,1,,31-043,Kraków, 
Rynek Główny,10,,31-042,Kraków, 
